iShares Russell 2000 ETF
Fund Holdings as of,"Apr 23, 2026"
Inception Date,"May 22, 2000"
Shares Outstanding,"276,700,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"COSO","COASTALSOUTH BANCSHARES INC","Financials","Equity","4,032,875.90","0.01","4,032,875.90","158,090.00","25.51","United States","NYSE","USD","1.00","USD","-"
"INSE","INSPIRED ENTERTAINMENT INC","Consumer Discretionary","Equity","4,012,105.50","0.01","4,012,105.50","594,386.00","6.75","United States","NASDAQ","USD","1.00","USD","-"
"CBK","COMMERCIAL BANCGROUP INC","Financials","Equity","4,016,500.52","0.01","4,016,500.52","138,119.00","29.08","United States","NASDAQ","USD","1.00","USD","-"
"FLXS","FLEXSTEEL INDUSTRIES INC","Consumer Discretionary","Equity","3,957,753.00","0.01","3,957,753.00","81,975.00","48.28","United States","NASDAQ","USD","1.00","USD","-"
"RELL","RICHARDSON ELECTRONICS LTD","Information Technology","Equity","3,943,942.94","0.01","3,943,942.94","278,921.00","14.14","United States","NASDAQ","USD","1.00","USD","-"
"GCBC","GREENE COUNTY BANCORP INC","Financials","Equity","3,924,792.69","0.01","3,924,792.69","170,569.00","23.01","United States","NASDAQ","USD","1.00","USD","-"
"FENC","FENNEC PHARMACEUTICALS INC","Health Care","Equity","3,920,815.26","0.01","3,920,815.26","588,711.00","6.66","United States","NASDAQ","USD","1.00","USD","-"
"RNA","ATRIUM THERAPEUTICS INC","Health Care","Equity","3,912,957.40","0.01","3,912,957.40","282,524.00","13.85","United States","NASDAQ","USD","1.00","USD","-"
"TNXP","TONIX PHARMACEUTICALS HOLDING CORP","Health Care","Equity","3,896,055.66","0.01","3,896,055.66","311,934.00","12.49","United States","NASDAQ","USD","1.00","USD","-"
"KRMD","KORU MEDICAL SYSTEMS INC","Health Care","Equity","3,885,246.54","0.01","3,885,246.54","973,746.00","3.99","United States","NASDAQ","USD","1.00","USD","-"
"FHTX","FOGHORN THERAPEUTICS INC","Health Care","Equity","3,878,891.82","0.01","3,878,891.82","747,378.00","5.19","United States","NASDAQ","USD","1.00","USD","-"
"EWCZ","EUROPEAN WAX CENTER INC CLASS A","Consumer Discretionary","Equity","3,869,128.83","0.01","3,869,128.83","665,943.00","5.81","United States","NASDAQ","USD","1.00","USD","-"
"UTMD","UTAH MEDICAL PRODUCTS INC","Health Care","Equity","3,869,336.57","0.01","3,869,336.57","57,011.00","67.87","United States","NASDAQ","USD","1.00","USD","-"
"VUZI","VUZIX CORP","Information Technology","Equity","3,856,100.09","0.01","3,856,100.09","1,613,431.00","2.39","United States","NASDAQ","USD","1.00","USD","-"
"INGN","INOGEN INC","Health Care","Equity","3,850,245.78","0.01","3,850,245.78","550,822.00","6.99","United States","NASDAQ","USD","1.00","USD","-"
"LNKB","LINKBANCORP INC","Financials","Equity","3,844,637.55","0.01","3,844,637.55","441,405.00","8.71","United States","NASDAQ","USD","1.00","USD","-"
"ACTG","ACACIA RESEARCH CORP","Financials","Equity","3,812,594.31","0.01","3,812,594.31","789,357.00","4.83","United States","NASDAQ","USD","1.00","USD","-"
"ELMD","ELECTROMED INC","Health Care","Equity","3,815,171.36","0.01","3,815,171.36","149,732.00","25.48","United States","Nyse Mkt Llc","USD","1.00","USD","-"
"OPBK","OP BANCORP","Financials","Equity","3,806,271.27","0.01","3,806,271.27","269,757.00","14.11","United States","NASDAQ","USD","1.00","USD","-"
"RGCO","RGC RESOURCES INC","Utilities","Equity","3,794,159.88","0.01","3,794,159.88","167,291.00","22.68","United States","NASDAQ","USD","1.00","USD","-"
"EVCM","EVERCOMMERCE INC","Information Technology","Equity","3,795,251.04","0.01","3,795,251.04","334,089.00","11.36","United States","NASDAQ","USD","1.00","USD","-"
"CZWI","CITIZENS COMMUNITY BANCORP INC","Financials","Equity","3,776,409.45","0.00","3,776,409.45","184,305.00","20.49","United States","NASDAQ","USD","1.00","USD","-"
"OVBC","OHIO VALLEY BANC CORP","Financials","Equity","3,764,037.42","0.00","3,764,037.42","81,367.00","46.26","United States","NASDAQ","USD","1.00","USD","-"
"AIRO","AIRO GROUP HOLDINGS INC","Industrials","Equity","3,768,327.75","0.00","3,768,327.75","456,767.00","8.25","United States","NASDAQ","USD","1.00","USD","-"
"ULH","UNIVERSAL LOGISTICS HOLDINGS INC","Industrials","Equity","3,761,694.38","0.00","3,761,694.38","151,559.00","24.82","United States","NASDAQ","USD","1.00","USD","-"
"ORGO","ORGANOGENESIS HOLDINGS INC CLASS A","Health Care","Equity","3,742,681.33","0.00","3,742,681.33","1,606,301.00","2.33","United States","NASDAQ","USD","1.00","USD","-"
"VIA","VIA TRANSPORTATION INC CLASS A","Information Technology","Equity","3,745,918.80","0.00","3,745,918.80","240,123.00","15.60","United States","NYSE","USD","1.00","USD","-"
"BRT","BRT APARTMENTS CORP","Real Estate","Equity","3,747,020.69","0.00","3,747,020.69","263,689.00","14.21","United States","NYSE","USD","1.00","USD","-"
"QSI","QUANTUM SI INC CLASS A","Health Care","Equity","3,733,475.61","0.00","3,733,475.61","3,969,249.00","0.94","United States","NASDAQ","USD","1.00","USD","-"
"LEGH","LEGACY HOUSING","Consumer Discretionary","Equity","3,737,816.96","0.00","3,737,816.96","174,176.00","21.46","United States","NASDAQ","USD","1.00","USD","-"
"PBFS","PIONEER BANCORP INC","Financials","Equity","3,739,684.50","0.00","3,739,684.50","262,434.00","14.25","United States","NASDAQ","USD","1.00","USD","-"
"III","INFORMATION SERVICES GROUP INC","Information Technology","Equity","3,726,713.55","0.00","3,726,713.55","929,355.00","4.01","United States","NASDAQ","USD","1.00","USD","-"
"OABI","OMNIAB INC","Health Care","Equity","3,721,004.04","0.00","3,721,004.04","2,385,259.00","1.56","United States","NASDAQ","USD","1.00","USD","-"
"PAL","PROFICIENT AUTO LOGISTICS INC","Industrials","Equity","3,711,770.70","0.00","3,711,770.70","553,170.00","6.71","United States","NASDAQ","USD","1.00","USD","-"
"BCBP","BCB BANCORP INC","Financials","Equity","3,698,391.99","0.00","3,698,391.99","368,733.00","10.03","United States","NASDAQ","USD","1.00","USD","-"
"FCAP","FIRST CAPITAL INC","Financials","Equity","3,687,869.44","0.00","3,687,869.44","69,952.00","52.72","United States","NASDAQ","USD","1.00","USD","-"
"HRTX","HERON THERAPEUTICS INC","Health Care","Equity","3,659,186.02","0.00","3,659,186.02","3,659,918.00","1.00","United States","NASDAQ","USD","1.00","USD","-"
"LDI","LOANDEPOT INC CLASS A","Financials","Equity","3,650,268.96","0.00","3,650,268.96","2,339,916.00","1.56","United States","NYSE","USD","1.00","USD","-"
"SEG","SEAPORT ENTERTAINMENT GROUP INC","Real Estate","Equity","3,634,820.32","0.00","3,634,820.32","163,216.00","22.27","United States","NYSE","USD","1.00","USD","-"
"ALTI","ALTI GLOBAL INC CLASS A","Financials","Equity","3,633,090.00","0.00","3,633,090.00","968,824.00","3.75","United States","NASDAQ","USD","1.00","USD","-"
"HWBK","HAWTHORN BANCSHARES INC","Financials","Equity","3,606,661.35","0.00","3,606,661.35","103,491.00","34.85","United States","NASDAQ","USD","1.00","USD","-"
"RXT","RACKSPACE TECHNOLOGY INC","Information Technology","Equity","3,597,628.40","0.00","3,597,628.40","2,116,252.00","1.70","United States","NASDAQ","USD","1.00","USD","-"
"GLSI","GREENWICH LIFESCIENCES INC","Health Care","Equity","3,570,501.15","0.00","3,570,501.15","150,845.00","23.67","United States","NASDAQ","USD","1.00","USD","-"
"DSP","VIANT TECHNOLOGY INC CLASS A","Information Technology","Equity","3,573,036.27","0.00","3,573,036.27","351,331.00","10.17","United States","NASDAQ","USD","1.00","USD","-"
"HBB","HAMILTON BEACH BRANDS HOLDING COMP","Consumer Discretionary","Equity","3,561,493.54","0.00","3,561,493.54","171,721.00","20.74","United States","NYSE","USD","1.00","USD","-"
"PRTH","PRIORITY TECHNOLOGY HOLDINGS INC","Financials","Equity","3,552,684.96","0.00","3,552,684.96","672,857.00","5.28","United States","NASDAQ","USD","1.00","USD","-"
"KRO","KRONOS WORLDWIDE INC","Materials","Equity","3,530,356.56","0.00","3,530,356.56","516,134.00","6.84","United States","NYSE","USD","1.00","USD","-"
"MPAA","MOTORCAR PARTS OF AMERICA INC","Consumer Discretionary","Equity","3,504,704.38","0.00","3,504,704.38","305,554.00","11.47","United States","NASDAQ","USD","1.00","USD","-"
"SMHI","SEACOR MARINE HOLDINGS INC","Energy","Equity","3,494,309.76","0.00","3,494,309.76","502,056.00","6.96","United States","NYSE","USD","1.00","USD","-"
"INNV","INNOVAGE HOLDING CORP","Health Care","Equity","3,486,026.34","0.00","3,486,026.34","450,391.00","7.74","United States","NASDAQ","USD","1.00","USD","-"
"TTGT","TECHTARGET INC","Communication","Equity","3,447,516.52","0.00","3,447,516.52","657,923.00","5.24","United States","NASDAQ","USD","1.00","USD","-"
"CURI","CURIOSITYSTREAM INC CLASS A","Communication","Equity","3,432,188.55","0.00","3,432,188.55","1,012,445.00","3.39","United States","NASDAQ","USD","1.00","USD","-"
"PLX","PROTALIX BIOTHERAPEUTICS INC","Health Care","Equity","3,399,805.16","0.00","3,399,805.16","1,588,694.00","2.14","Israel","Nyse Mkt Llc","USD","1.00","USD","-"
"BKKT","BAKKT INC CLASS A","Financials","Equity","3,396,640.24","0.00","3,396,640.24","391,318.00","8.68","United States","NYSE","USD","1.00","USD","-"
"ALTG","ALTA EQUIPMENT GROUP INC CLASS A","Industrials","Equity","3,399,122.83","0.00","3,399,122.83","472,757.00","7.19","United States","NYSE","USD","1.00","USD","-"
"HPK","HIGHPEAK ENERGY INC","Energy","Equity","3,381,349.92","0.00","3,381,349.92","541,883.00","6.24","United States","NASDAQ","USD","1.00","USD","-"
"SNFCA","SECURITY NATIONAL FINANCIAL CORP C","Financials","Equity","3,376,678.50","0.00","3,376,678.50","342,810.00","9.85","United States","NASDAQ","USD","1.00","USD","-"
"MDWD","MEDIWOUND LTD","Health Care","Equity","3,362,783.85","0.00","3,362,783.85","201,969.00","16.65","Israel","NASDAQ","USD","1.00","USD","-"
"EFSI","EAGLE FINANCIAL SERVICES INC","Financials","Equity","3,345,543.50","0.00","3,345,543.50","85,150.00","39.29","United States","NASDAQ","USD","1.00","USD","-"
"CMDB","COSTAMARE BULKERS HOLDINGS LTD","Industrials","Equity","3,328,515.06","0.00","3,328,515.06","201,606.00","16.51","Monaco","NYSE","USD","1.00","USD","-"
"FATE","FATE THERAPEUTICS INC","Health Care","Equity","3,330,066.96","0.00","3,330,066.96","2,522,778.00","1.32","United States","NASDAQ","USD","1.00","USD","-"
"MNSB","MAINSTREET BANCSHARES INC","Financials","Equity","3,287,961.48","0.00","3,287,961.48","138,324.00","23.77","United States","NASDAQ","USD","1.00","USD","-"
"DOUG","DOUGLAS ELLIMAN INC","Real Estate","Equity","3,277,932.35","0.00","3,277,932.35","1,752,905.00","1.87","United States","NYSE","USD","1.00","USD","-"
"BVFL","BV FINANCIAL INC","Financials","Equity","3,259,546.08","0.00","3,259,546.08","162,652.00","20.04","United States","NASDAQ","USD","1.00","USD","-"
"TBI","TRUEBLUE INC","Industrials","Equity","3,244,552.08","0.00","3,244,552.08","702,284.00","4.62","United States","NYSE","USD","1.00","USD","-"
"CV","CAPSOVISION INC","Health Care","Equity","3,236,981.54","0.00","3,236,981.54","561,002.00","5.77","United States","NASDAQ","USD","1.00","USD","-"
"BHR","BRAEMAR HOTELS RESORTS INC","Real Estate","Equity","3,218,059.47","0.00","3,218,059.47","1,357,831.00","2.37","United States","NYSE","USD","1.00","USD","-"
"SNWV","SANUWAVE HEALTH INC","Health Care","Equity","3,210,843.09","0.00","3,210,843.09","168,019.00","19.11","United States","NASDAQ","USD","1.00","USD","-"
"RCMT","RCM TECHNOLOGIES INC","Industrials","Equity","3,157,766.84","0.00","3,157,766.84","102,127.00","30.92","United States","NASDAQ","USD","1.00","USD","-"
"LWAY","LIFEWAY FOODS INC","Consumer Staples","Equity","3,158,479.81","0.00","3,158,479.81","119,323.00","26.47","United States","NASDAQ","USD","1.00","USD","-"
"PMTS","CPI CARD GROUP INC","Information Technology","Equity","3,128,579.52","0.00","3,128,579.52","177,056.00","17.67","United States","NASDAQ","USD","1.00","USD","-"
"LZM","LIFEZONE METALS LTD","Materials","Equity","3,112,321.76","0.00","3,112,321.76","670,759.00","4.64","Isle of Man","NYSE","USD","1.00","USD","-"
"NKTX","NKARTA INC","Health Care","Equity","3,118,894.82","0.00","3,118,894.82","1,046,609.00","2.98","United States","NASDAQ","USD","1.00","USD","-"
"GENC","GENCOR INDUSTRIES INC","Industrials","Equity","3,099,169.40","0.00","3,099,169.40","207,580.00","14.93","United States","Nyse Mkt Llc","USD","1.00","USD","-"
"LFCR","LIFECORE BIOMEDICAL INC","Health Care","Equity","3,095,053.92","0.00","3,095,053.92","629,076.00","4.92","United States","NASDAQ","USD","1.00","USD","-"
"QTRX","QUANTERIX CORP","Health Care","Equity","3,087,683.40","0.00","3,087,683.40","977,115.00","3.16","United States","NASDAQ","USD","1.00","USD","-"
"EBMT","EAGLE BANCORP MONTANA INC","Financials","Equity","3,076,972.95","0.00","3,076,972.95","140,181.00","21.95","United States","NASDAQ","USD","1.00","USD","-"
"SAMG","SILVERCREST ASSET MANAGEMENT GROUP","Financials","Equity","3,078,656.24","0.00","3,078,656.24","231,304.00","13.31","United States","NASDAQ","USD","1.00","USD","-"
"EPM","EVOLUTION PETROLEUM CORP","Energy","Equity","3,061,377.60","0.00","3,061,377.60","637,787.00","4.80","United States","Nyse Mkt Llc","USD","1.00","USD","-"
"CFBK","CF BANKSHARES INC","Financials","Equity","3,054,972.80","0.00","3,054,972.80","103,840.00","29.42","United States","NASDAQ","USD","1.00","USD","-"
"FINW","FINWISE BANCORP","Financials","Equity","3,049,719.66","0.00","3,049,719.66","188,487.00","16.18","United States","NASDAQ","USD","1.00","USD","-"
"DOMO","DOMO INC CLASS B","Information Technology","Equity","3,049,918.00","0.00","3,049,918.00","802,610.00","3.80","United States","NASDAQ","USD","1.00","USD","-"
"MDV","MODIV INDUSTRIAL INC CLASS C","Real Estate","Equity","3,039,731.58","0.00","3,039,731.58","190,221.00","15.98","United States","NYSE","USD","1.00","USD","-"
"NREF","NEXPOINT REAL ESTATE FINANCE INC","Financials","Equity","2,983,961.10","0.00","2,983,961.10","213,445.00","13.98","United States","NYSE","USD","1.00","USD","-"
"NVCT","NUVECTIS PHARMA INC","Health Care","Equity","2,978,632.14","0.00","2,978,632.14","338,866.00","8.79","United States","NASDAQ","USD","1.00","USD","-"
"CBFV","CB FINANCIAL SERVICES INC","Financials","Equity","2,979,299.84","0.00","2,979,299.84","84,832.00","35.12","United States","NASDAQ","USD","1.00","USD","-"
"SGC","SUPERIOR GROUP OF COMPANIES INC","Consumer Discretionary","Equity","2,916,613.92","0.00","2,916,613.92","257,424.00","11.33","United States","NASDAQ","USD","1.00","USD","-"
"RGP","RESOURCES CONNECTION INC","Industrials","Equity","2,908,491.30","0.00","2,908,491.30","745,767.00","3.90","United States","NASDAQ","USD","1.00","USD","-"
"ADV","ADVANTAGE SOLUTIONS INC CLASS A","Communication","Equity","2,896,036.22","0.00","2,896,036.22","88,781.00","32.62","United States","NASDAQ","USD","1.00","USD","-"
"RMAX","RE MAX HOLDINGS INC CLASS A","Real Estate","Equity","2,898,745.92","0.00","2,898,745.92","441,882.00","6.56","United States","NYSE","USD","1.00","USD","-"
"MED","MEDIFAST INC","Consumer Staples","Equity","2,874,454.20","0.00","2,874,454.20","261,790.00","10.98","United States","NYSE","USD","1.00","USD","-"
"ACU","ACME UNITED CORP","Health Care","Equity","2,863,636.28","0.00","2,863,636.28","65,861.00","43.48","United States","Nyse Mkt Llc","USD","1.00","USD","-"
"EVI","EVI INDUSTRIES INC","Industrials","Equity","2,869,164.70","0.00","2,869,164.70","143,530.00","19.99","United States","Nyse Mkt Llc","USD","1.00","USD","-"
"PXED","PHOENIX EDUCATION PARTNERS INC","Consumer Discretionary","Equity","2,852,307.60","0.00","2,852,307.60","106,828.00","26.70","United States","NYSE","USD","1.00","USD","-"
"TLSI","TRISALUS LF SC CM A","Health Care","Equity","2,830,999.61","0.00","2,830,999.61","611,447.00","4.63","United States","NASDAQ","USD","1.00","USD","-"
"CVRX","CVRX INC","Health Care","Equity","2,820,137.92","0.00","2,820,137.92","369,128.00","7.64","United States","NASDAQ","USD","1.00","USD","-"
"ACR","ACRES COMMERCIAL REALTY CORP","Financials","Equity","2,806,151.82","0.00","2,806,151.82","138,781.00","20.22","United States","NYSE","USD","1.00","USD","-"
"EGAN","EGAIN CORP","Information Technology","Equity","2,800,324.56","0.00","2,800,324.56","382,558.00","7.32","United States","NASDAQ","USD","1.00","USD","-"
"SI","SHOULDER INNOVATIONS INC","Health Care","Equity","2,773,297.16","0.00","2,773,297.16","212,188.00","13.07","United States","NYSE","USD","1.00","USD","-"
"SLQT","SELECTQUOTE INC","Financials","Equity","2,727,518.76","0.00","2,727,518.76","3,256,350.00","0.84","United States","NYSE","USD","1.00","USD","-"
"NNOX","NANO X IMAGING LTD","Health Care","Equity","2,722,456.17","0.00","2,722,456.17","1,587,438.00","1.72","Israel","NASDAQ","USD","1.00","USD","-"
"FRD","FRIEDMAN INDUSTRIES INC","Materials","Equity","2,713,023.81","0.00","2,713,023.81","137,682.00","19.70","United States","NASDAQ","USD","1.00","USD","-"
"PDEX","PRO DEX INC","Health Care","Equity","2,710,052.80","0.00","2,710,052.80","53,180.00","50.96","United States","NASDAQ","USD","1.00","USD","-"
"ONEW","ONEWATER MARINE CLASS A INC","Consumer Discretionary","Equity","2,702,326.00","0.00","2,702,326.00","245,666.00","11.00","United States","NASDAQ","USD","1.00","USD","-"
"SRBK","SR BANCORP INC","Financials","Equity","2,682,979.25","0.00","2,682,979.25","144,635.00","18.55","United States","NASDAQ","USD","1.00","USD","-"
"STXS","STEREOTAXIS INC","Health Care","Equity","2,683,577.12","0.00","2,683,577.12","1,369,172.00","1.96","United States","Nyse Mkt Llc","USD","1.00","USD","-"
"JELD","JELD WEN HOLDING INC","Industrials","Equity","2,645,562.40","0.00","2,645,562.40","2,035,048.00","1.30","United States","NYSE","USD","1.00","USD","-"
"AOMR","ANGEL OAK MORTGAGE REIT INC","Financials","Equity","2,637,198.67","0.00","2,637,198.67","295,319.00","8.93","United States","NYSE","USD","1.00","USD","Jun 17, 2021"
"PNRG","PRIMEENERGY RESOURCES CORP","Energy","Equity","2,635,349.18","0.00","2,635,349.18","11,254.00","234.17","United States","NASDAQ","USD","1.00","USD","-"
"FOA","FINANCE OF AMERICA COMPANIES INC C","Financials","Equity","2,623,087.55","0.00","2,623,087.55","121,721.00","21.55","United States","NYSE","USD","1.00","USD","-"
"EML","EASTERN","Industrials","Equity","2,627,262.00","0.00","2,627,262.00","119,421.00","22.00","United States","NASDAQ","USD","1.00","USD","-"
"BYRN","BYRNA TECHNOLOGIES INC","Industrials","Equity","2,619,986.60","0.00","2,619,986.60","429,506.00","6.10","United States","NASDAQ","USD","1.00","USD","-"
"DMRC","DIGIMARC CORP","Information Technology","Equity","2,600,172.48","0.00","2,600,172.48","373,588.00","6.96","United States","NASDAQ","USD","1.00","USD","-"
"NFE","NEW FORTRESS ENERGY INC CLASS A","Energy","Equity","2,585,466.25","0.00","2,585,466.25","4,136,746.00","0.63","United States","NASDAQ","USD","1.00","USD","-"
"HUMA","HUMACYTE INC","Health Care","Equity","2,580,509.00","0.00","2,580,509.00","3,644,272.00","0.71","United States","NASDAQ","USD","1.00","USD","-"
